,Date,Value_interest,Value_inflation,Value_gdp,Value_unemployment,Value_cci,Open_sp500,High_sp500,Low_sp500,Close_sp500,Volume_sp500,Open_nasdaq,High_nasdaq,Low_nasdaq,Close_nasdaq,Volume_nasdaq,Open_dow_jones,High_dow_jones,Low_dow_jones,Close_dow_jones,Volume_dow_jones,Open_tech_sector,High_tech_sector,Low_tech_sector,Close_tech_sector,Volume_tech_sector
875,2002-04-26,5.08,179.3,10887.46,5.9,93.0,1091.47998046875,1096.77001953125,1076.31005859375,1076.3199462890625,1374200000.0,1722.8299560546875,1728.52001953125,1663.780029296875,1663.8900146484375,1893790000.0,10037.419921875,10082.669921875,9910.7197265625,9910.7197265625,213180000.0,19.600000381469727,19.690000534057617,18.799999237060547,18.799999237060547,1957100.0
876,2002-04-29,5.13,179.3,10887.46,5.9,93.0,1076.3199462890625,1078.949951171875,1063.6199951171875,1065.449951171875,1314700000.0,1668.52001953125,1678.56005859375,1640.969970703125,1656.9300537109375,1842550000.0,9910.51953125,9937.08984375,9811.5703125,9819.8701171875,211930000.0,18.760000228881836,19.059999465942383,18.549999237060547,18.68000030517578,960800.0
877,2002-04-30,5.11,179.3,10887.46,5.9,93.0,1065.449951171875,1082.6199951171875,1063.4599609375,1076.9200439453125,1628600000.0,1655.02001953125,1697.030029296875,1652.9300537109375,1688.22998046875,2091610000.0,9818.900390625,10006.2802734375,9818.900390625,9946.2197265625,271250000.0,18.799999237060547,19.290000915527344,18.649999618530273,19.049999237060547,1531200.0
878,2002-05-01,5.08,179.5,10887.46,5.8,96.9,1076.9200439453125,1088.3199462890625,1065.2900390625,1086.4599609375,1451400000.0,1683.760009765625,1687.56005859375,1643.239990234375,1677.530029296875,2189110000.0,9944.900390625,10086.6103515625,9830.669921875,10059.6298828125,262390000.0,18.950000762939453,19.100000381469727,18.3799991607666,18.889999389648438,454300.0
879,2002-05-02,5.13,179.5,10887.46,5.8,96.9,1086.4599609375,1091.4200439453125,1079.4599609375,1084.56005859375,1364000000.0,1673.719970703125,1695.0699462890625,1640.800048828125,1644.8199462890625,2060340000.0,10057.6201171875,10117.5400390625,10040.1201171875,10091.8701171875,221770000.0,18.8799991607666,19.18000030517578,18.350000381469727,18.40999984741211,463900.0
880,2002-05-03,5.08,179.5,10887.46,5.8,96.9,1084.56005859375,1084.56005859375,1068.8900146484375,1073.4300537109375,1284500000.0,1643.1700439453125,1643.8699951171875,1605.969970703125,1613.030029296875,1990950000.0,10091.73046875,10092.080078125,9943.7099609375,10006.6298828125,227940000.0,18.34000015258789,19.079999923706055,17.81999969482422,17.969999313354492,830000.0
881,2002-05-06,5.1,179.5,10887.46,5.8,96.9,1073.4300537109375,1075.9599609375,1052.6500244140625,1052.6700439453125,1122600000.0,1611.050048828125,1622.8299560546875,1577.9300537109375,1578.47998046875,1776080000.0,10005.7998046875,10023.8603515625,9807.6904296875,9808.0400390625,213910000.0,17.75,18.079999923706055,17.440000534057617,17.459999084472656,672700.0
882,2002-05-07,5.09,179.5,10887.46,5.8,96.9,1052.6700439453125,1058.6700439453125,1048.9599609375,1049.489990234375,1354700000.0,1589.5799560546875,1594.5699462890625,1560.2900390625,1573.8199462890625,2139130000.0,9810.5302734375,9919.0302734375,9810.5302734375,9836.5498046875,270090000.0,17.639999389648438,17.75,17.270000457763672,17.459999084472656,748700.0
883,2002-05-08,5.24,179.5,10887.46,5.8,96.9,1049.489990234375,1088.9200439453125,1049.489990234375,1088.8499755859375,1502000000.0,1625.72998046875,1696.3499755859375,1625.72998046875,1696.2900390625,2403240000.0,9847.9599609375,10148.9404296875,9847.9599609375,10141.830078125,281990000.0,18.5,19.299999237060547,18.389999389648438,19.270000457763672,3023900.0
884,2002-05-09,5.2,179.5,10887.46,5.8,96.9,1088.8499755859375,1088.8499755859375,1072.22998046875,1073.010009765625,1153000000.0,1684.43994140625,1692.5799560546875,1650.4599609375,1650.489990234375,1788460000.0,10137.9599609375,10144.740234375,10016.73046875,10037.419921875,215340000.0,19.200000762939453,19.239999771118164,18.610000610351562,18.639999389648438,1937900.0
885,2002-05-10,5.15,179.5,10887.46,5.8,96.9,1073.010009765625,1075.4300537109375,1053.9300537109375,1054.989990234375,1171900000.0,1657.1800537109375,1657.449951171875,1599.6400146484375,1600.8499755859375,1839130000.0,10040.25,10062.0498046875,9922.349609375,9939.919921875,212260000.0,18.649999618530273,18.709999084472656,17.889999389648438,18.0,847700.0
886,2002-05-13,5.23,179.5,10887.46,5.8,96.9,1054.989990234375,1074.8399658203125,1053.9000244140625,1074.56005859375,1088600000.0,1611.260009765625,1653.0999755859375,1602.5999755859375,1652.5400390625,1648780000.0,9938.8203125,10110.9697265625,9920.2001953125,10109.66015625,201420000.0,18.049999237060547,18.75,18.0,18.709999084472656,1016800.0
887,2002-05-14,5.32,179.5,10887.46,5.8,96.9,1074.56005859375,1097.7099609375,1074.56005859375,1097.280029296875,1414500000.0,1694.1500244140625,1722.6600341796875,1691.4200439453125,1719.050048828125,2603120000.0,10119.33984375,10304.4404296875,10119.33984375,10298.1396484375,254830000.0,19.540000915527344,19.670000076293945,19.25,19.610000610351562,2082800.0
888,2002-05-15,5.28,179.5,10887.46,5.8,96.9,1097.280029296875,1104.22998046875,1088.93994140625,1091.0699462890625,1420200000.0,1705.449951171875,1759.3299560546875,1694.3399658203125,1725.56005859375,2266100000.0,10288.5595703125,10349.0703125,10223.6904296875,10243.6796875,254000000.0,19.25,20.100000381469727,19.200000762939453,19.549999237060547,2931800.0
889,2002-05-16,5.2,179.5,10887.46,5.8,96.9,1091.0699462890625,1099.2900390625,1089.1700439453125,1098.22998046875,1256600000.0,1723.68994140625,1734.7099609375,1713.81005859375,1730.43994140625,1644660000.0,10242.1103515625,10318.830078125,10230.6796875,10289.2099609375,198100000.0,19.549999237060547,19.850000381469727,19.450000762939453,19.84000015258789,735900.0
890,2002-05-17,5.27,179.5,10887.46,5.8,96.9,1098.22998046875,1106.5899658203125,1096.77001953125,1106.5899658203125,1274400000.0,1745.1700439453125,1754.219970703125,1723.06005859375,1741.3900146484375,1648910000.0,10291.0498046875,10353.4296875,10256.7197265625,10353.080078125,228190000.0,20.049999237060547,20.1299991607666,19.690000534057617,19.940000534057617,929300.0
891,2002-05-20,5.21,179.5,10887.46,5.8,96.9,1106.5899658203125,1106.5899658203125,1090.6099853515625,1091.8800048828125,989800000.0,1726.780029296875,1726.8900146484375,1696.1099853515625,1701.5899658203125,1429300000.0,10348.9296875,10348.9296875,10211.7197265625,10229.5,167470000.0,19.649999618530273,19.770000457763672,19.34000015258789,19.420000076293945,1072500.0
892,2002-05-21,5.18,179.5,10887.46,5.8,96.9,1091.8800048828125,1099.550048828125,1079.0799560546875,1079.8800048828125,1200500000.0,1708.5699462890625,1717.9300537109375,1660.219970703125,1664.1800537109375,1660880000.0,10229.080078125,10292.9501953125,10086.5498046875,10105.7099609375,208290000.0,19.700000762939453,19.700000762939453,18.90999984741211,18.940000534057617,2520500.0
893,2002-05-22,5.13,179.5,10887.46,5.8,96.9,1079.8800048828125,1086.02001953125,1075.6400146484375,1086.02001953125,1136300000.0,1654.3399658203125,1676.6400146484375,1643.9599609375,1673.449951171875,1734730000.0,10098.580078125,10157.8798828125,10063.5,10157.8798828125,198520000.0,18.899999618530273,19.170000076293945,18.729999542236328,19.170000076293945,931400.0
894,2002-05-23,5.16,179.5,10887.46,5.8,96.9,1086.02001953125,1097.0999755859375,1080.550048828125,1097.0799560546875,1192900000.0,1678.4200439453125,1697.77001953125,1651.8900146484375,1697.6300048828125,1762570000.0,10158.2998046875,10216.080078125,10086.9599609375,10216.080078125,203610000.0,19.239999771118164,19.440000534057617,18.860000610351562,19.31999969482422,389500.0
895,2002-05-24,5.16,179.5,10887.46,5.8,96.9,1097.0799560546875,1097.0799560546875,1082.18994140625,1083.8199462890625,885400000.0,1680.6600341796875,1681.0999755859375,1658.780029296875,1661.489990234375,1210890000.0,10211.919921875,10217.669921875,10084.75,10104.259765625,143810000.0,19.010000228881836,19.139999389648438,18.799999237060547,18.899999618530273,453100.0
897,2002-05-28,5.16,179.5,10887.46,5.8,96.9,1083.8199462890625,1085.97998046875,1070.31005859375,1074.550048828125,996500000.0,1670.3499755859375,1671.3499755859375,1632.75,1652.1700439453125,1319250000.0,10106.5400390625,10118.509765625,9961.8603515625,9981.580078125,183870000.0,18.940000534057617,19.010000228881836,18.520000457763672,18.729999542236328,953100.0
898,2002-05-29,5.11,179.5,10887.46,5.8,96.9,1074.550048828125,1074.8299560546875,1067.6600341796875,1067.6600341796875,1081800000.0,1639.27001953125,1644.2900390625,1624.31005859375,1624.3900146484375,1418900000.0,9976.9404296875,9988.5,9922.9697265625,9923.0400390625,198060000.0,18.530000686645508,18.6299991607666,18.3700008392334,18.3799991607666,1000100.0
899,2002-05-30,5.06,179.5,10887.46,5.8,96.9,1067.6600341796875,1069.5,1054.260009765625,1064.6600341796875,1286600000.0,1613.4200439453125,1637.6500244140625,1607.300048828125,1631.9200439453125,1585850000.0,9915.009765625,9943.51953125,9802.23046875,9911.6904296875,233250000.0,18.239999771118164,18.579999923706055,18.1299991607666,18.469999313354492,498500.0
900,2002-05-31,5.08,179.5,10887.46,5.8,96.9,1064.6600341796875,1079.9300537109375,1064.6600341796875,1067.1400146484375,1277300000.0,1641.0999755859375,1651.469970703125,1615.6199951171875,1615.72998046875,1682430000.0,9915.150390625,10042.259765625,9915.009765625,9925.25,221700000.0,18.6200008392334,18.770000457763672,18.260000228881836,18.260000228881836,813400.0
902,2002-06-03,5.06,179.6,10887.46,5.8,92.4,1067.1400146484375,1070.739990234375,1039.9000244140625,1040.6800537109375,1324300000.0,1613.5,1621.5,1561.1700439453125,1562.56005859375,1623120000.0,9923.9404296875,9986.490234375,9704.1796875,9709.7900390625,221400000.0,18.270000457763672,18.420000076293945,17.639999389648438,17.719999313354492,704200.0
903,2002-06-04,5.04,179.6,10887.46,5.8,92.4,1040.6800537109375,1046.06005859375,1030.52001953125,1040.68994140625,1466600000.0,1559.25,1587.7900390625,1548.31005859375,1578.1199951171875,1881400000.0,9710.33984375,9739.41015625,9592.7900390625,9687.83984375,263590000.0,17.549999237060547,18.149999618530273,17.549999237060547,17.969999313354492,1539500.0
904,2002-06-05,5.08,179.6,10887.46,5.8,92.4,1040.68994140625,1050.1099853515625,1038.8399658203125,1049.9000244140625,1300100000.0,1580.06005859375,1595.4200439453125,1563.550048828125,1595.260009765625,1632920000.0,9688.5302734375,9800.8896484375,9688.3203125,9796.7998046875,224800000.0,17.899999618530273,18.190000534057617,17.75,18.190000534057617,687300.0
905,2002-06-06,5.04,179.6,10887.46,5.8,92.4,1049.9000244140625,1049.9000244140625,1026.9100341796875,1029.1500244140625,1601500000.0,1583.6500244140625,1584.06005859375,1550.719970703125,1554.8800048828125,1630260000.0,9795.7001953125,9802.5498046875,9594.66015625,9624.6396484375,269660000.0,17.950000762939453,18.030000686645508,17.59000015258789,17.75,814500.0
906,2002-06-07,5.1,179.6,10887.46,5.8,92.4,1029.1500244140625,1033.02001953125,1012.489990234375,1027.530029296875,1341300000.0,1500.1500244140625,1549.1700439453125,1495.81005859375,1535.47998046875,2111740000.0,9592.3798828125,9636.4697265625,9472.5400390625,9589.669921875,366490000.0,17.149999618530273,17.56999969482422,16.889999389648438,17.360000610351562,1571800.0
907,2002-06-10,5.07,179.6,10887.46,5.8,92.4,1027.530029296875,1038.1800537109375,1025.449951171875,1030.739990234375,1226200000.0,1536.97998046875,1551.800048828125,1526.9599609375,1530.68994140625,1518260000.0,9587.3798828125,9718.08984375,9562.5400390625,9645.400390625,226060000.0,17.260000228881836,17.520000457763672,17.139999389648438,17.200000762939453,691500.0
908,2002-06-11,5.02,179.6,10887.46,5.8,92.4,1030.739990234375,1039.0400390625,1012.9400024414062,1013.5999755859375,1212400000.0,1542.1600341796875,1547.5,1496.6600341796875,1497.1800537109375,1697040000.0,9647.6201171875,9758.7998046875,9508.6904296875,9517.259765625,252640000.0,17.399999618530273,17.540000915527344,16.81999969482422,16.81999969482422,948800.0
909,2002-06-12,4.98,179.6,10887.46,5.8,92.4,1013.260009765625,1021.8499755859375,1002.5800170898438,1020.260009765625,1795720000.0,1491.3599853515625,1519.1600341796875,1474.56005859375,1519.1199951171875,2057320000.0,9515.1201171875,9624.76953125,9449.98046875,9617.7099609375,332400000.0,16.68000030517578,17.200000762939453,16.559999465942383,17.15999984741211,1031600.0
910,2002-06-13,4.94,179.6,10887.46,5.8,92.4,1020.260009765625,1023.469970703125,1008.1199951171875,1009.5599975585938,1405500000.0,1512.22998046875,1526.4100341796875,1495.6400146484375,1496.8800048828125,1566910000.0,9612.8701171875,9625.400390625,9491.8603515625,9502.7998046875,227630000.0,17.3799991607666,17.3799991607666,16.809999465942383,16.8700008392334,676400.0
911,2002-06-14,4.83,179.6,10887.46,5.8,92.4,1009.5599975585938,1009.5599975585938,981.6300048828125,1007.27001953125,1549000000.0,1471.969970703125,1507.010009765625,1445.43994140625,1504.739990234375,1827730000.0,9498.919921875,9498.919921875,9260.990234375,9474.2099609375,286920000.0,16.5,16.90999984741211,16.110000610351562,16.84000015258789,882800.0
912,2002-06-17,4.89,179.6,10887.46,5.8,92.4,1007.27001953125,1036.1700439453125,1007.27001953125,1036.1700439453125,1236600000.0,1519.6500244140625,1555.0699462890625,1519.260009765625,1553.2900390625,1591840000.0,9476.5,9687.76953125,9476.5,9687.419921875,247560000.0,16.950000762939453,17.469999313354492,16.950000762939453,17.40999984741211,403900.0
913,2002-06-18,4.88,179.6,10887.46,5.8,92.4,1036.1700439453125,1040.8299560546875,1030.9200439453125,1037.1400146484375,1193100000.0,1544.18994140625,1567.989990234375,1542.77001953125,1542.9599609375,1589760000.0,9684.51953125,9721.75,9636.9599609375,9706.1201171875,212730000.0,17.200000762939453,17.600000381469727,17.200000762939453,17.219999313354492,348300.0
914,2002-06-19,4.76,179.6,10887.46,5.8,92.4,1037.1400146484375,1037.6099853515625,1017.8800048828125,1019.989990234375,1336100000.0,1531.050048828125,1538.3599853515625,1496.0799560546875,1496.8299560546875,1726700000.0,9702.0,9733.3896484375,9542.740234375,9561.5703125,248010000.0,17.0,17.079999923706055,16.459999084472656,16.540000915527344,581500.0
915,2002-06-20,4.85,179.6,10887.46,5.8,92.4,1019.989990234375,1023.3300170898438,1004.5900268554688,1006.2899780273438,1389700000.0,1494.800048828125,1503.010009765625,1461.5899658203125,1464.75,1709470000.0,9561.6396484375,9573.8896484375,9425.8798828125,9431.76953125,277030000.0,16.600000381469727,16.68000030517578,16.020000457763672,16.15999984741211,476500.0
916,2002-06-21,4.79,179.6,10887.46,5.8,92.4,1006.2899780273438,1006.2899780273438,985.6500244140625,989.1400146484375,1497200000.0,1456.6099853515625,1480.050048828125,1435.8499755859375,1440.9599609375,1962900000.0,9430.66015625,9430.66015625,9220.6298828125,9253.7900390625,416400000.0,15.800000190734863,16.239999771118164,15.579999923706055,15.699999809265137,701800.0
917,2002-06-24,4.87,179.6,10887.46,5.8,92.4,989.1400146484375,1002.1099853515625,970.8499755859375,992.719970703125,1552600000.0,1429.56005859375,1476.56005859375,1414.68994140625,1460.3399658203125,2050610000.0,9252.4697265625,9369.9501953125,9083.5595703125,9281.8203125,341190000.0,15.5,16.190000534057617,15.270000457763672,15.970000267028809,902600.0
918,2002-06-25,4.88,179.6,10887.46,5.8,92.4,992.719970703125,1005.8800048828125,974.2100219726562,976.1400146484375,1513700000.0,1472.18994140625,1475.5799560546875,1419.25,1423.989990234375,1880680000.0,9285.5595703125,9413.080078125,9111.25,9126.8203125,294930000.0,16.18000030517578,16.200000762939453,15.390000343322754,15.420000076293945,638300.0
919,2002-06-26,4.75,179.6,10887.46,5.8,92.4,976.1400146484375,977.4299926757812,952.9199829101562,973.530029296875,2014290000.0,1379.8699951171875,1436.5699462890625,1375.530029296875,1429.3299560546875,2061740000.0,9108.2197265625,9160.8095703125,8926.5703125,9120.1103515625,407350000.0,14.600000381469727,15.630000114440918,14.5,15.430000305175781,1229800.0
920,2002-06-27,4.84,179.6,10887.46,5.8,92.4,973.530029296875,990.6699829101562,963.739990234375,990.6400146484375,1908600000.0,1446.3699951171875,1459.4100341796875,1412.9599609375,1459.199951171875,1942590000.0,9122.1201171875,9269.919921875,9034.9599609375,9269.919921875,335340000.0,15.619999885559082,15.84000015258789,15.140000343322754,15.84000015258789,564600.0
921,2002-06-28,4.86,179.6,10887.46,5.8,92.4,990.6400146484375,1001.7899780273438,988.3099975585938,989.8200073242188,2117000000.0,1454.97998046875,1486.25,1454.7099609375,1463.2099609375,2575240000.0,9270.330078125,9362.8203125,9237.73046875,9243.259765625,331590000.0,15.949999809265137,16.170000076293945,15.720000267028809,15.819999694824219,454000.0
922,2002-07-01,4.85,180.0,10984.04,5.8,88.1,989.8200073242188,994.4600219726562,967.4299926757812,968.6500244140625,1425500000.0,1457.0400390625,1459.8399658203125,1402.510009765625,1403.800048828125,2320650000.0,9239.25,9327.4404296875,9106.8896484375,9109.7900390625,258620000.0,15.779999732971191,15.880000114440918,15.130000114440918,15.149999618530273,584500.0
923,2002-07-02,4.77,180.0,10984.04,5.8,88.1,968.6500244140625,968.6500244140625,945.5399780273438,948.0900268554688,1823000000.0,1395.3699951171875,1396.25,1356.030029296875,1357.8199462890625,2722550000.0,9104.9501953125,9135.8203125,8960.5400390625,9007.75,313900000.0,14.899999618530273,15.149999618530273,14.609999656677246,14.699999809265137,1413700.0
924,2002-07-03,4.78,180.0,10984.04,5.8,88.1,948.0900268554688,954.2999877929688,934.8699951171875,953.989990234375,1527800000.0,1348.6099853515625,1380.3800048828125,1336.06005859375,1380.1700439453125,2661060000.0,9006.3701171875,9070.8896484375,8897.5400390625,9054.9697265625,272750000.0,14.520000457763672,15.239999771118164,14.520000457763672,15.239999771118164,518700.0
926,2002-07-05,4.9,180.0,10984.04,5.8,88.1,953.989990234375,989.0700073242188,953.989990234375,989.030029296875,699400000.0,1401.030029296875,1448.6600341796875,1401.030029296875,1448.3599853515625,1120960000.0,9061.5400390625,9379.849609375,9061.5400390625,9379.5,143040000.0,15.449999809265137,16.100000381469727,15.449999809265137,16.059999465942383,2239700.0
927,2002-07-08,4.84,180.0,10984.04,5.8,88.1,989.030029296875,993.5599975585938,972.9099731445312,976.97998046875,1184400000.0,1439.8499755859375,1452.56005859375,1401.280029296875,1405.6099853515625,1708150000.0,9375.7001953125,9410.3798828125,9240.3603515625,9274.900390625,244270000.0,16.170000076293945,16.200000762939453,15.470000267028809,15.579999923706055,1090100.0
928,2002-07-09,4.78,180.0,10984.04,5.8,88.1,976.97998046875,979.6300048828125,951.7100219726562,952.8300170898438,1348900000.0,1405.3699951171875,1415.31005859375,1379.5699462890625,1381.1199951171875,1704220000.0,9273.3798828125,9318.099609375,9081.9599609375,9096.08984375,255570000.0,15.5600004196167,15.760000228881836,15.3100004196167,15.350000381469727,397600.0
929,2002-07-10,4.66,180.0,10984.04,5.8,88.1,952.8300170898438,956.3400268554688,920.2899780273438,920.469970703125,1816900000.0,1396.6700439453125,1396.949951171875,1345.219970703125,1346.010009765625,1846320000.0,9098.16015625,9134.23046875,8811.7001953125,8813.5,383600000.0,15.449999809265137,15.5600004196167,14.9399995803833,14.9399995803833,907900.0
930,2002-07-11,4.66,180.0,10984.04,5.8,88.1,920.469970703125,929.1599731445312,900.9400024414062,927.3699951171875,2080480000.0,1339.6500244140625,1375.5799560546875,1323.5899658203125,1374.4300537109375,2298330000.0,8812.1201171875,8854.900390625,8605.33984375,8801.5302734375,413260000.0,14.850000381469727,15.489999771118164,14.680000305175781,15.489999771118164,1277900.0
931,2002-07-12,4.63,180.0,10984.04,5.8,88.1,927.3699951171875,934.3099975585938,913.7100219726562,921.3900146484375,1607400000.0,1391.300048828125,1402.449951171875,1363.1099853515625,1373.5,2009340000.0,8805.330078125,8849.2197265625,8599.66015625,8684.5302734375,339060000.0,15.850000381469727,15.850000381469727,15.289999961853027,15.420000076293945,1111100.0
932,2002-07-15,4.66,180.0,10984.04,5.8,88.1,921.3900146484375,921.3900146484375,876.4600219726562,917.9299926757812,2574800000.0,1365.7900390625,1382.699951171875,1315.300048828125,1382.6199951171875,2117700000.0,8681.2802734375,8681.900390625,8244.8701171875,8639.1904296875,379100000.0,15.100000381469727,15.720000267028809,14.760000228881836,15.720000267028809,548700.0
933,2002-07-16,4.75,180.0,10984.04,5.8,88.1,917.9299926757812,918.6500244140625,897.1300048828125,900.9400024414062,1843700000.0,1371.9100341796875,1407.5899658203125,1364.8800048828125,1375.260009765625,2379260000.0,8635.3095703125,8635.66015625,8406.4501953125,8473.1103515625,364500000.0,15.5,16.040000915527344,15.40999984741211,15.539999961853027,1004900.0
934,2002-07-17,4.71,180.0,10984.04,5.8,88.1,901.0499877929688,926.52001953125,895.030029296875,906.0399780273438,2566500000.0,1408.0999755859375,1426.280029296875,1370.2099609375,1397.25,2338390000.0,8476.2099609375,8723.3701171875,8452.759765625,8542.48046875,377580000.0,16.299999237060547,16.299999237060547,15.449999809265137,15.649999618530273,1817000.0
935,2002-07-18,4.66,180.0,10984.04,5.8,88.1,905.4500122070312,907.7999877929688,880.5999755859375,881.5599975585938,1736300000.0,1390.4100341796875,1395.2900390625,1356.800048828125,1356.949951171875,1842360000.0,8540.4697265625,8621.9501953125,8404.4296875,8409.490234375,276320000.0,15.510000228881836,15.819999694824219,15.300000190734863,15.319999694824219,369300.0
936,2002-07-19,4.61,180.0,10984.04,5.8,88.1,881.5599975585938,881.5599975585938,842.0700073242188,847.75,2654100000.0,1336.3900146484375,1350.2099609375,1309.93994140625,1319.1500244140625,2396800000.0,8406.099609375,8406.099609375,7966.72021484375,8019.259765625,379120000.0,15.069999694824219,15.359999656677246,14.640000343322754,14.84000015258789,1419600.0
937,2002-07-22,4.51,180.0,10984.04,5.8,88.1,847.760009765625,854.1300048828125,813.260009765625,819.8499755859375,2248060000.0,1309.8399658203125,1332.0999755859375,1272.4599609375,1282.6500244140625,2014410000.0,8015.0400390625,8103.85986328125,7717.2900390625,7784.580078125,477860000.0,14.510000228881836,14.880000114440918,13.949999809265137,14.0600004196167,1157600.0
938,2002-07-23,4.47,180.0,10984.04,5.8,88.1,819.8499755859375,827.6900024414062,796.1300048828125,797.7000122070312,2441020000.0,1287.5899658203125,1295.5899658203125,1228.8800048828125,1229.050048828125,2238890000.0,7785.5498046875,7894.41015625,7682.89013671875,7702.33984375,528730000.0,14.180000305175781,14.210000038146973,13.350000381469727,13.359999656677246,1009300.0
939,2002-07-24,4.49,180.0,10984.04,5.8,88.1,797.7100219726562,844.3200073242188,775.6799926757812,843.4299926757812,2775560000.0,1203.8800048828125,1290.4000244140625,1192.4200439453125,1290.22998046875,2167790000.0,7698.4599609375,8202.01953125,7532.66015625,8191.2900390625,568650000.0,12.899999618530273,14.050000190734863,12.899999618530273,14.050000190734863,894300.0
940,2002-07-25,4.43,180.0,10984.04,5.8,88.1,843.4199829101562,853.8300170898438,816.1099853515625,838.6799926757812,2424700000.0,1277.1600341796875,1289.719970703125,1220.9300537109375,1240.0799560546875,2353210000.0,8185.89013671875,8309.3896484375,7945.9501953125,8186.31005859375,442460000.0,13.850000381469727,13.899999618530273,12.949999809265137,13.210000038146973,1236900.0
941,2002-07-26,4.43,180.0,10984.04,5.8,88.1,838.6799926757812,852.8499755859375,835.9199829101562,852.8400268554688,1796100000.0,1250.719970703125,1264.6700439453125,1234.4599609375,1262.1199951171875,1691540000.0,8192.6103515625,8267.7197265625,8114.58984375,8264.3896484375,306600000.0,13.350000381469727,13.5,13.050000190734863,13.390000343322754,1156000.0
942,2002-07-29,4.62,180.0,10984.04,5.8,88.1,852.8400268554688,898.9600219726562,852.8400268554688,898.9600219726562,1778650000.0,1286.81005859375,1335.25,1286.5400390625,1335.25,1944170000.0,8267.990234375,8711.8798828125,8267.990234375,8711.8798828125,328750000.0,13.800000190734863,14.25,13.65999984741211,14.180000305175781,1010900.0
943,2002-07-30,4.65,180.0,10984.04,5.8,88.1,898.9600219726562,909.8099975585938,884.7000122070312,902.780029296875,1826090000.0,1322.989990234375,1354.47998046875,1313.489990234375,1344.18994140625,1728270000.0,8707.0302734375,8762.1396484375,8540.1201171875,8680.0302734375,332810000.0,14.029999732971191,14.529999732971191,13.960000038146973,14.399999618530273,766800.0
944,2002-07-31,4.51,180.0,10984.04,5.8,88.1,902.780029296875,911.6400146484375,889.8800048828125,911.6199951171875,2049360000.0,1331.8199462890625,1335.7900390625,1307.010009765625,1328.260009765625,1633300000.0,8678.650390625,8736.73046875,8537.099609375,8736.58984375,328050000.0,14.220000267028809,14.380000114440918,14.029999732971191,14.319999694824219,359200.0
945,2002-08-01,4.47,180.5,10984.04,5.7,87.6,911.6199951171875,911.6199951171875,882.47998046875,884.6599731445312,1672200000.0,1322.469970703125,1326.0999755859375,1276.8800048828125,1280.0,1548860000.0,8732.580078125,8734.3095703125,8479.900390625,8506.6201171875,306600000.0,14.170000076293945,14.350000381469727,13.640000343322754,13.6899995803833,1067300.0
946,2002-08-02,4.33,180.5,10984.04,5.7,87.6,884.4000244140625,884.719970703125,853.9500122070312,864.239990234375,1538100000.0,1279.0999755859375,1282.06005859375,1235.5699462890625,1247.9200439453125,1419790000.0,8504.9599609375,8508.76953125,8203.8203125,8313.1298828125,298050000.0,13.550000190734863,13.699999809265137,13.199999809265137,13.399999618530273,942300.0
947,2002-08-05,4.29,180.5,10984.04,5.7,87.6,864.239990234375,864.239990234375,833.4400024414062,834.5999755859375,1425500000.0,1243.3800048828125,1247.8399658203125,1205.6800537109375,1206.010009765625,1336720000.0,8312.919921875,8312.919921875,8030.81982421875,8043.6298828125,281930000.0,13.270000457763672,13.359999656677246,12.760000228881836,12.819999694824219,443200.0
948,2002-08-06,4.42,180.5,10984.04,5.7,87.6,834.5999755859375,874.4400024414062,834.5999755859375,859.5700073242188,1514100000.0,1224.800048828125,1279.5699462890625,1224.800048828125,1259.550048828125,1535110000.0,8049.93017578125,8418.150390625,8049.93017578125,8274.08984375,303670000.0,13.149999618530273,13.779999732971191,13.149999618530273,13.359999656677246,434700.0
949,2002-08-07,4.35,180.5,10984.04,5.7,87.6,859.5700073242188,878.739990234375,854.1500244140625,876.77001953125,1490400000.0,1290.22998046875,1298.1199951171875,1243.489990234375,1280.9000244140625,1542880000.0,8282.25,8460.169921875,8214.6201171875,8456.150390625,282860000.0,13.920000076293945,14.0,13.109999656677246,13.600000381469727,681100.0
950,2002-08-08,4.4,180.5,10984.04,5.7,87.6,876.77001953125,905.8400268554688,875.1699829101562,905.4600219726562,1646700000.0,1278.3399658203125,1316.52001953125,1263.31005859375,1316.52001953125,1523000000.0,8456.2900390625,8717.419921875,8430.330078125,8712.01953125,308760000.0,13.59000015258789,14.180000305175781,13.369999885559082,14.100000381469727,397100.0
951,2002-08-09,4.27,180.5,10984.04,5.7,87.6,898.72998046875,913.9500122070312,890.77001953125,908.6400146484375,1294900000.0,1301.8299560546875,1322.0699462890625,1290.77001953125,1306.1199951171875,1313750000.0,8707.240234375,8796.6796875,8575.98046875,8745.4501953125,240400000.0,13.880000114440918,14.210000038146973,13.789999961853027,14.050000190734863,196600.0
952,2002-08-12,4.22,180.5,10984.04,5.7,87.6,908.6400146484375,908.6400146484375,892.3800048828125,903.7999877929688,1036500000.0,1293.8800048828125,1311.4300537109375,1286.9100341796875,1306.8399658203125,1054220000.0,8741.919921875,8742.0595703125,8582.009765625,8688.8896484375,194200000.0,13.800000190734863,14.09000015258789,13.729999542236328,13.920000076293945,188900.0
